city,name,business_id,longitude,is_open,stars,latitude,categories,UmbrellaTermCategory
las vegas,JCPenney,amJdJXHAKstfl-O6zJqbcA,-115.19871200000001,1,2.5,36.1723286,"Women's Clothing, Appliances, Department Stores, Fashion, Home & Garden, Shopping, Baby Gear & Furniture, Children's Clothing, Men's Clothing","Repair,Grocery,Shopping-Women's,Shopping,Family,Home Finishings"
las vegas,Snack Bar,Opufpwe4jaf--LtDZ_AHiw,-115.136401845,0,5.0,36.1079183842,"Cafes, Ice Cream & Frozen Yogurt, Hot Dogs, Mexican, Restaurants, Juice Bars & Smoothies, Food, Sandwiches, Desserts","Restaurant Desserts,Restaurant-Dessert,Restaurants,Restaurant Beverages-Beverages,Restaurant"
las vegas,Jamba Juice,lXpa2Td7cWTku0KeeKKwrA,-115.294924,1,3.5,36.143775,"Food, Juice Bars & Smoothies","Restaurant Beverages-Beverages,Restaurant"
las vegas,Red Rock Window Tinting,vPO6DqPOBL5faHKYFNrRfA,-115.35005600000001,1,5.0,36.1600724,"Automotive, Home Window Tinting, Home Services, Auto Glass Services","Automobile,Home Finishings,Service"
las vegas,Christine Dang - eXp Realty,6nuP8pQibaJrLy4p9g8E4Q,-115.23201440000001,1,5.0,36.115157,"Property Management, Real Estate Services, Real Estate Agents, Home Services, Real Estate","Home Finishings,Service,Real Estate"
las vegas,The Original Graziano's Pizza Restaurant,aJK0MWXKgXIgQUCM9fqSJQ,-115.2746743,0,3.5,36.129781799999996,"Restaurants, Pizza, Italian",Restaurant
las vegas,Brandon Joe H DDS,v-dYHSS3w2plj9u1iX7fPA,-115.1189365,1,2.5,36.036544899999996,"Health & Medical, Periodontists, Dentists","Hospital-Periodontist,Health & Wellness,Medical"
las vegas,Sweat Squared,AtlHOayfS7bYUBfw5fpM0w,-115.3181364,1,5.0,36.1584904,"Fitness & Instruction, Pilates, Active Life","Health & Wellness,Outdoor Activities"
las vegas,Tommy Hilfiger,8ScPl9naJJLTOBp9sWE6PQ,-115.170654058,1,2.5,36.0539044319,"Shopping, Fashion, Department Stores","Grocery,Shopping"
las vegas,Road Runner Carpet Care,YOoaSdimrZvOawgahnfOLA,-115.1209087,1,3.0,36.026216999999995,"Carpeting, Home Services, Carpet Cleaning, Local Services, Home Cleaning","Home Finishings,Service"
las vegas,Edwards Mini Storage,FiJx8u0qLzfvh8a6JxLzTg,-115.20989679999998,1,1.0,36.2176901,"Home Services, Local Services, Self Storage, Movers","Movers,Home Finishings,Service"
las vegas,Varadero Cuban Restaurant,r7UZDbth0NtbZDJKq1-JyQ,-115.242815,0,4.0,36.254519,"Restaurants, Cuban",Restaurant
las vegas,Polaroid Fotobar,RLxRHA6HcHrrBOMpSln7MQ,-115.17257590000001,0,4.0,36.117774700000005,"Arts & Entertainment, Photography Stores & Services, Mass Media, Museums, Shopping, Art Galleries, Print Media","Shopping,Service-Photographer,Art,Entertainment"
las vegas,Saffron Flavors of India,t4bBKVXbr8bIN9nEJIobYg,-115.250134,1,4.0,36.24172,"Restaurants, Indian, Vegetarian, Diners","Restaurants-Hotels,Restaurants,Restaurant"
north las vegas,Whiskey Dick's,Y4Zc8xLs7AkHG7seLpI8wQ,-115.11160191399999,0,3.0,36.2403916321,"Pubs, Sports Bars, Nightlife, Bars","Restaurant-Pub,Entertainment,Outdoor Activities,Restaurant"
las vegas,Foster Realty,V9aDwadMd0zlXZzKUMdeHg,-115.15448020000001,1,5.0,36.118838399999994,"Home Services, Real Estate Services, Real Estate, Real Estate Agents, Property Management, Commercial Real Estate","Home Finishings,Service,Real Estate"
las vegas,La Piazza,yd0g-FRSAdP9YKm7Z8-uUw,-115.13942469999999,0,3.5,36.1817194,"Restaurants, Italian",Restaurant
las vegas,Weichert Realtors Millennium,52v3cib-1zqM5AvAOhocAg,-115.21270940000001,1,1.5,36.0802784,"Real Estate, Real Estate Agents, Real Estate Services, Home Services","Home Finishings,Real Estate"
las vegas,Polecats Aerial Fitness,jcPVu2Nrh_DB7XmOLWmbhQ,-115.1890422,0,4.5,36.0769045,"Fitness & Instruction, Boot Camps, Yoga, Trainers, Aerial Fitness, Active Life, Dance Studios","Outdoor Activity,Health & Wellness,Outdoor Activities"
las vegas,Munch-A-Sub,n5bR03mFAvZSYvki9MeW7g,-115.2034591,1,4.5,36.093238299999996,"Sandwiches, Restaurants",Restaurant
las vegas,Smart & Final,CbiWuJUROs92f-1IRus-0w,-115.082407,0,2.5,36.130324,"Food, Department Stores, Fashion, Shopping, Wholesale Stores, Grocery","Grocery,Shopping,Restaurant"
las vegas,Geebee's Bar & Grill,Uy3_5nLo3sYkAuSX6mjdmg,-115.1714093,0,4.5,36.0342435,"American (Traditional), Restaurants",Restaurant
las vegas,Montage Med Spa,3X3NYjZKbui4yw39NNLecg,-115.11817690000001,0,3.5,36.0164875,"Health & Medical, Beauty & Spas, Medical Spas","Salon,Health & Wellness,Health and Wellness"
las vegas,Lee's Discount Liquor,IfFaLms0jnLaPw6OAybIKg,-115.13549566299999,1,3.5,36.0412482325,"Beer, Wine & Spirits, Food","Restaurant-Pub,Restaurant,Restaurants-Pubs"
las vegas,Las Vegas Neurology Center,7prVjV9UAViQkgKdYpi21w,-115.1683969,1,3.0,36.1620585,"Neurologist, Doctors, Health & Medical","Hospital,Health & Wellness,Hospital-Neurologist"
las vegas,Roberto's Taco Shop,Rgmy8WQEaBMCd4BMdl0SIQ,-115.07980459999999,1,2.0,36.1809595,"Spanish, Restaurants, Mexican, Fast Food",Restaurant
las vegas,Liquor World Harmony,_LQM7tTE4pCt3jpbMCVwkw,-115.20433999999999,1,4.0,35.998824028,"Food, Beer, Wine & Spirits","Restaurant-Pub,Restaurants-Pubs,Restaurant"
las vegas,United Club,zdUT6mXCSkyWFm8I4ARkdw,-115.139218606,1,3.5,36.0811096284,"Bars, Airport Lounges, Lounges, Nightlife","Restaurant-Pub,Airport,Entertainment"
las vegas,John H Koot DMD,bsz8G7DtOrV_Iy12ZDLi6Q,-115.1208693,1,4.0,36.099881200000006,"Health & Medical, Teeth Whitening, Orthodontists, Cosmetic Dentists, Dentists, General Dentistry, Beauty & Spas","Salon,Hospital-Dental,Medical,Health & Wellness,Hospital-Orthodontist,Hospital-Dentist"
las vegas,Las Vegas Carpet Cleaning Organization,JQAqdBoZh8PokSSPaU5xig,-115.245942,1,4.5,36.043821,"Office Cleaning, Home Services, Local Services, Pressure Washers, Professional Services, Damage Restoration, Carpet Cleaning, Home Cleaning","Service-Office Cleaning,Home Finishings,Service"
las vegas,SexxPresso,EgyGpJ50LNS6uXk6fkZM4Q,-115.1484842,0,3.5,36.1150822,"Coffee & Tea, Food","Restaurant,Restaurant-Coffee"
las vegas,The Liquor Outlet,HQbAeIK0YhHDA4kw3bngdg,-115.243736267,1,4.0,36.031406402600005,"Beer, Wine & Spirits, Food","Restaurant-Pub,Restaurant,Restaurants-Pubs"
las vegas,Sushi Koma,dEAk-gE-5Q95a7p91gNn8A,-115.280322,1,4.0,36.113892,"Restaurants, Sushi Bars, Japanese",Restaurant
las vegas,Albertsons,k4GyGL2er4PvQ4Cc8XZJqA,-115.2806301,1,3.0,36.116010700000004,"Food, Shopping, Grocery, Drugstores","Grocery,Pharmacy,Shopping,Restaurant"
las vegas,The Coffee Bean & Tea Leaf,pjoVN4XV_QDWoASXsOCZ5Q,-115.1719489,0,3.5,36.1210391,"Coffee & Tea, Food","Restaurant,Restaurant-Coffee"
las vegas,Metro Diner,yzmvsG3Vo-2_F3_0wHzJdA,-115.3015683,0,4.0,36.099737899999994,"Diners, American (Traditional), Breakfast & Brunch, Restaurants",Restaurant
las vegas,Ems Mobile Computer Services,rU2M9wuf40henPxjvXqdsw,-115.11317890000001,1,2.5,36.0797933,"Shopping, Computers, Professional Services, IT Services & Computer Repair, Web Design, Local Services","Shopping,Service,Service-Web"
las vegas,Aloha Hawaiian BBQ,Jl6_g-pZD5aQGg2y87myeQ,-115.101318923,1,3.5,36.072454464,"Barbeque, Hawaiian, Restaurants",Restaurant
las vegas,New Eyes Summerlin,YTXeSY7Sr7Xc3sUJt1XYYw,-115.316552656,1,3.5,36.1827502985,"Health & Medical, Laser Eye Surgery/Lasik, Optometrists","Hospital-Opthalmologist,Hospital-Eye Surgery,Health & Wellness"
las vegas,"M&I International Watch, Clock & Jewelry",x5Jdh1LKTmzZsS0fJGZnRw,-115.1905493,1,3.5,36.126220200000006,"Shopping, Jewelry, Watch Repair, Jewelry Repair, Watches, Home Decor, Home & Garden, Local Services","Repairs,Home Finishings,Shopping,Service,Service-Watch"
las vegas,Feller Orthodontics,OOLuKRfmaTEHXbyo9uTDxQ,-115.2501185,1,5.0,36.2131911,"Orthodontists, Dentists, Health & Medical","Medical,Health & Wellness,Hospital-Orthodontist"
las vegas,RED Sushi,jY7Ql_Qk8duv7jZrMZahaw,-115.14478799999999,1,3.0,36.170155,"Restaurants, Sushi Bars, Japanese",Restaurant
las vegas,Starbucks,BXidyfEJE724CEzNSiigQQ,-115.17474270000001,1,4.5,36.1429442,"Coffee & Tea, Food","Restaurant,Restaurant-Coffee"
las vegas,Commercial Cleaning Services,fwznZTqJ4bVOfMCOniHCxg,-115.24142783100001,1,5.0,36.1780971667,"Carpeting, Office Cleaning, Home Services, Professional Services, Home Cleaning","Service-Office Cleaning,Home Finishings,Service"
las vegas,Patina Decor,oxCjYws7z_G3SdIOnvVhKw,-115.15362337200001,1,5.0,36.1571826786,"Shopping, Used, Vintage & Consignment, Antiques, Women's Clothing, Fashion","Home Finishings,Bookstore,Shopping,Shopping-Women's"
las vegas,Pop-A-Lock Locksmith,9miHbCftsT9vMNbRHjjQMw,-115.21047539999999,1,4.0,36.158514399999994,"Shopping, Roadside Assistance, Auto Repair, Home Services, Safe Stores, Automotive, Keys & Locksmiths","Repair,Home Finishings,Shopping,Service,Automobile"
las vegas,Sean Patrick's Pub,KWM6C4g9x7Fnmjdz8H18sw,-115.18215359999998,1,3.5,35.9731434,"Restaurants, Nightlife, Bars, Irish Pub","Restaurant-Pub,Restaurant Pub,Entertainment,Restaurant"
las vegas,AMPD FitCamp,lYApmrxV8PdWG47EJpy9RA,-115.08823500000001,0,5.0,36.071753,"Gyms, Active Life, Trainers, Fitness & Instruction","Health & Wellness,Outdoor Activities"
las vegas,Las Vegas Violinist,6A0llD-x3pZ6MrZaD1MHug,-115.2304131,1,5.0,36.2576752,"Event Planning & Services, Musicians, Festivals, Education, Performing Arts, Musical Instruments & Teachers, Shopping, Private Tutors, Arts & Entertainment","Art,Service,Academic,Entertainment,Religion,Shopping"
las vegas,Pizza Hut,V4BYvw51GBAj7pv2n7XtOw,-115.247384155,1,2.0,36.261321496,"Restaurants, Chicken Wings, Pizza",Restaurant
las vegas,"Alan Arnold, MD",9CDnXjLYE97L68n7GgLLHQ,-115.29070379999999,1,3.0,36.071110100000006,"Dermatologists, Health & Medical, Doctors","Hospital,Health & Wellness,Hospital-Dermatologists"
las vegas,Design & Dine,hJkGfdNlHTfqFTeZ1xkjrw,-115.2784561,0,4.5,36.056603,"Nightlife, Event Planning & Services, Wine Bars, Party & Event Planning, Arts & Entertainment, Restaurants, American (New), Bars, Paint & Sip","Restaurants-Pubs,Art,Service,Restaurant,Entertainment,Service Events,Restaurant-Pub"
las vegas,702 Locksmith,cg7rsRdbuI0db5szWwgMqQ,-115.1848858,1,4.5,36.0954674,"Keys & Locksmiths, Home Services",Home Finishings
las vegas,Somers Furniture,mYE1qNQ7Emz9NT2hh1Xvbg,-115.18474740000002,1,4.0,36.0745026,"Furniture Reupholstery, Party & Event Planning, Event Planning & Services, Interior Design, Local Services, Home Services","Home Interiors,Home Finishings,Service,Service Events"
las vegas,Slim City Transformations,Fk92hcfd95YXuQx4ExkqXg,-115.118916,1,3.5,36.031545,"Health & Medical, Weight Loss Centers, Beauty & Spas, Hair Removal, Medical Spas, Laser Hair Removal","Salon,Health & Wellness,Health and Wellness,Hospital-Hair removal"
las vegas,Children's Dental Center,1YdiQM-3oAQMPlFJbI0e0A,-115.3034435,1,4.5,36.190705,"Pediatric Dentists, Health & Medical, Dentists","Medical,Hospital-Pediatricians,Health & Wellness"
las vegas,Jan-Pro Las Vegas,3SQtVdQUa7Nxil_7cdc-Sg,-115.1410621,1,4.0,36.1164081,"Local Services, Home Services, Carpet Cleaning, Professional Services, Office Cleaning, Window Washing","Service-Office Cleaning,Home Finishings,Service"
las vegas,Nagano Sushi & Grill,8KEtBCNHvjx3-S5CP7W2Aw,-115.12014540000001,0,3.5,36.1131093,"Seafood, Restaurants, Sushi Bars, Japanese","Grocery,Restaurant"
las vegas,Fresh52 Farmers Market,VOYs47baBZ1nfZXPoyaqDA,-115.1768402,0,3.5,36.0687779,"Food, Farmers Market","Grocery,Restaurant"
las vegas,Vato Cigars,vcM4smunSk2B3ZOJWTk-Rg,-115.14426340000001,1,4.5,36.1716327,"Tobacco Shops, Bars, Shopping, Lounges, Nightlife","Restaurant-Pub,Airport,Shopping,Entertainment"
las vegas,Thai Original BBQ,QjfCmeznfZC9BPowyO4Npw,-115.1363513,1,3.0,36.1411631,"Restaurants, Thai","Restaurants,Restaurant"
las vegas,Red Rock Climbing Center,ntBPzKyktNG2iAl4rI1onw,-115.27167320000001,1,3.5,36.1586005,"Gyms, Team Building Activities, Rock Climbing, Event Planning & Services, Active Life, Fitness & Instruction","Health & Wellness,Outdoor Activities,Service"
las vegas,ABC Dental Care,wRHQyKemsACJ6DHmx0UcAg,-115.250119,1,4.0,36.142703000000004,"Dentists, Cosmetic Dentists, Teeth Whitening, Prosthodontists, General Dentistry, Health & Medical, Beauty & Spas","Salon,Hospital-Dental,Medical,Health & Wellness,Hospital-Prsothodontist,Hospital-Dentist"
las vegas,Wongu University of Oriental Medicine,MAGsKKVZ8tdBDVxAxYzKKA,-115.11755,1,3.0,36.032739899999996,"Education, Health & Medical, Acupuncture, Colleges & Universities","Academic,Health & Wellness"
las vegas,Art At Your Door Gallery II,slD1zmGMx_GVrT_nzLaAjA,-115.280009,1,5.0,36.143066,"Arts & Entertainment, Art Galleries, Arts & Crafts, Framing, Interior Design, Shopping, Home Services","Home Interiors,Shopping,Home Finishings,Art,Service"
las vegas,Verizon Wireless,OZ5o9gSLzxbxW_hS2RxH1A,-115.2812612,1,3.5,36.056122200000004,"Mobile Phones, Shopping, Electronics","Repair,Shopping"
las vegas,M & M Electric,J2PUOFhykcKN0GeM7Epoew,-115.1883138,1,4.0,36.087916799999995,"Electricians, Home Services","Repair,Home Finishings"
las vegas,BuildPro & SunShade,tutV7RQzcH3Gacb6cPmcug,-115.18318119999999,1,5.0,36.0750185,"Home & Garden, Shopping, Kitchen & Bath, Shades & Blinds, Home Services","Home Finishings,Shopping"
las vegas,Kabuki Japanese Restaurant,O7ot_LMlCfLpOP9tBqeNfw,-115.177971954,1,4.0,36.0675357995,"Japanese, Asian Fusion, Sushi Bars, Restaurants",Restaurant
las vegas,Family Karate Tae Kwon Do,_ShOk6XFrV4OgKHned0uOw,-115.2090168,1,5.0,36.128744399999995,"Taekwondo, Martial Arts, Fitness & Instruction, Active Life","Health & Wellness,Outdoor Activities,Fitness"
las vegas,Cali's Scoops,aEB-w-L4nhNe0wya_AHOKA,-115.069395,1,4.5,36.158722999999995,"Ice Cream & Frozen Yogurt, Food","Restaurant Desserts,Restaurant"
las vegas,Liquor World Harmony,ZRugCrjf_rKjgprhv8fAeQ,-115.16504378100001,1,2.5,36.1003796012,"Food, Beer, Wine & Spirits","Restaurant-Pub,Restaurants-Pubs,Restaurant"
las vegas,Southern Nevada Regional Housing Authority,-q95qrXdiN_fX_iPXvKrog,-115.1312143,1,1.0,36.1702842,"Home Services, Real Estate, Real Estate Services, Public Services & Government","Home Finishings,Service-Public Services,Real Estate"
las vegas,Angelina's Pizzeria - Charleston,rS3KdecMS-EF4H3VtmkxBw,-115.047082886,1,2.5,36.1580822694,"Italian, Pizza, Restaurants",Restaurant
las vegas,Nevada Chicken Cafe,2dCnTMv3Hh-fM8bOjYS4Xw,-115.2266305,1,3.5,36.143785799999996,"Barbeque, Salad, Food, American (Traditional), American (New), Restaurants, Cafes, Sandwiches, Wraps, Chicken Shop","Grocery,Restaurants,Restaurant"
las vegas,#1 Hawaiian Barbecue,42yLya7lhe7TQGz3KEdKAw,-115.11960249999998,1,3.5,36.081982399999994,"Hawaiian, Seafood, Barbeque, Restaurants","Grocery,Restaurant"
las vegas,Shiekh Shoes,9UP-FLoVhBATteftWcYChQ,-115.17642911600001,1,5.0,36.0674854941,"Men's Clothing, Accessories, Shoe Stores, Fashion, Shopping",Shopping
las vegas,Yard House,A5Rkh7UymKm0_Rxm9K2PJw,-115.177945,1,4.0,36.068655,"Cocktail Bars, Vegetarian, Steakhouses, American (New), Wine Bars, American (Traditional), Seafood, Beer Bar, Restaurants, Bars, Nightlife, Asian Fusion, Sports Bars","Restaurants-Pubs,Restaurants-Hotels,Outdoor Activities,Entertainment,Restaurant,Grocery,Restaurant-Pub"
las vegas,Vonsway's Dream Boutique,4em6JqFh_MMYcsnY2s3Xkg,-115.17665120000001,0,5.0,36.1452198,"Lingerie, Women's Clothing, Accessories, Shopping, Fashion","Shopping-Women's,Shopping"
las vegas,Roux & Bones,TmZBV6Rb2ItwZypmrbr_zQ,-115.16135244200001,1,5.0,36.1501129917,"Personal Shopping, Skin Care, Shopping, Beauty & Spas, Cosmetics & Beauty Supply, Wholesale Stores","Hospital-Skin,Salon,Shopping"
las vegas,Max Brenner,w8RWhhuKxMiFCpvFvIQ3zg,-115.177256695,0,4.0,36.1191259407,"Desserts, Specialty Food, Chocolatiers & Shops, Coffee & Tea, American (New), Breakfast & Brunch, Food, Restaurants","Restaurant-Dessert,Restaurant-Coffee,Shopping,Restaurant"
las vegas,Blue Ox Tavern,5PP6BwtNYlPARHApB9lzcQ,-115.2217,1,4.0,36.142635999999996,"American (Traditional), Bars, Restaurants, Nightlife, Breakfast & Brunch, Sports Bars, Food, Pubs, Beer, Wine & Spirits, Lounges","Restaurants-Pubs,Outdoor Activities,Entertainment,Restaurant,Restaurant-Pub,Airport"
las vegas,papa johns,AmIJMMd9OeT_mUj9DAn2ow,-115.206998335,1,2.0,35.9992149199,"Restaurants, Pizza",Restaurant
las vegas,Joe's Island Grindz,HQMMKfEe3lmtLVXhPWKXRw,-115.23673529999999,0,4.5,36.1587068,"Restaurants, Hawaiian, Barbeque, Comfort Food",Restaurant
las vegas,Welch Dentistry,UXUMRPkaW22aNV5C7e4Uvw,-115.2066524,1,5.0,36.0002611,"Endodontists, Cosmetic Dentists, Health & Medical, General Dentistry, Dentists","Hospital-Dentist,Health & Wellness,Medical,Hospital-Dental"
las vegas,Elation Pool,fdC-5VI6ifj6CR2LjKWRtQ,-115.15603109999999,1,4.0,36.1472468,"Active Life, Bars, Beer, Wine & Spirits, Swimming Pools, Food, Specialty Food, Restaurants, Nightlife","Restaurant-Pub,Restaurant,Entertainment,Outdoor Activities,Restaurants-Pubs"
las vegas,Ross Dress for Less,5Qgx2xcBN5mDzlAqZ9wVqg,-115.13608400000001,1,2.5,36.118584000000006,"Department Stores, Fashion, Home Decor, Shopping, Men's Clothing, Home & Garden, Women's Clothing, Discount Store","Grocery,Shopping-Women's,Shopping,Home Finishings"
las vegas,Flat Rate Window Cleaning,IbQJ9LdhOMVqn1O15thfSQ,-115.264808,1,4.5,36.1151023,"Home Services, Window Washing",Home Finishings
las vegas,Little Dumpling,hbuVhfMb8r3kVNZ-thX16g,-115.294595909,1,3.0,36.1159443926,"Restaurants, Thai, Chinese","Restaurants,Restaurant"
las vegas,Rocky's Philly Cheese Steaks,mYBM11YwgftyQJxYGkKnYQ,-115.168477,1,2.0,36.052568,"Fast Food, Restaurants, Sandwiches",Restaurant
las vegas,Auntie Anne's,hEpCJXGI_zRhKXgW67VbFA,-115.33355619999999,1,3.5,36.156400399999995,"Fast Food, Restaurants, Pretzels, Food, American (New), Bakeries","Restaurant-Bakery,Restaurant"
las vegas,Urban Outfitters,pZ6Jh_x1zKtrCdJOU8uBjg,-115.174093,0,4.0,36.091266999999995,"Home Decor, Women's Clothing, Shopping, Fashion, Home & Garden","Home Finishings,Shopping-Women's,Shopping"
las vegas,"Allen Hui, OD",r-W1HPIZ3V6S2DaXhs9EbQ,-115.2461227,1,5.0,36.065083,"Optometrists, Health & Medical","Health & Wellness,Hospital-Opthalmologist"
las vegas,Progressive Hospital,M5XuaHFiqXfzr6vQYskozQ,-115.11032309999999,0,5.0,36.1165829,"Hospice, Health & Medical, Hospitals, Urgent Care","Hospital,Health & Wellness"
las vegas,Starbucks,zk6V9L20h4kDDj_dO9IitQ,-115.16980168100001,1,3.0,36.1275539119,"Coffee & Tea, Food","Restaurant,Restaurant-Coffee"
las vegas,Della Spiga Cafe,uF7sXHXZUy5UuyjsesJ4Jg,-115.175068,1,1.5,36.116208,"Food, Ice Cream & Frozen Yogurt","Restaurant Desserts,Restaurant"
las vegas,The Still,zQmHSe6IOiSNF84m9BVZ8A,-115.174969895,1,3.5,36.1214083475,"Bars, Nightlife, Sports Bars, Diners, Restaurants, American (Traditional)","Restaurant-Pub,Restaurant,Outdoor Activities,Entertainment"
las vegas,General Nutrition Centers,H2FohfCm8kVorCEzESF1MA,-115.240967112,1,3.5,36.217528950100004,"Vitamins & Supplements, Shopping, Nutritionists, Health & Medical","Health & Wellness,Shopping,Health and Wellness,Pharmacy"
las vegas,Castro Cigars,9YGDbwz3e3Fq9fAeIOSszw,-115.141899101,1,3.5,36.170161887199995,"Tobacco Shops, Shopping",Shopping
north las vegas,Domino's Pizza,nJa_BdlXhDenFnnYlW6DyQ,-115.1803758,1,2.0,36.1969834,"Food, Chicken Wings, Pizza, Food Delivery Services, Restaurants, Sandwiches",Restaurant
las vegas,Archi's Thai Bistro,ixAh9crILnJ9tM8LhWFhkw,-115.243538218,1,4.0,36.0732064948,"Restaurants, Thai","Restaurants,Restaurant"
las vegas,Tropical Flooring,6SMkW-NZaOnTUuE59Sjtvw,-115.183181707,1,3.5,36.0468353998,"Flooring, Building Supplies, Home Services",Home Finishings
las vegas,Burger King,S5HvZ_TUvt0B92LMV_lImg,-115.1179043,1,2.0,36.144794899999994,"Burgers, Restaurants, Fast Food","Restaurant-Burgers,Restaurant"
las vegas,Safe & Sound For Women,jZs0g2iygqyFlA5pEA2Eyg,-115.13309199999999,1,4.0,36.132653000000005,Health & Medical,Health & Wellness
las vegas,Ilopango Salvadorean Restaurant,QJAllc88CdYS9m5QMjg5dQ,-115.099351,1,3.5,36.10064860000001,"Restaurants, Latin American",Restaurant
las vegas,Walmart Supercenter,MeT58u9wjpvgWbWBKxKMzw,-115.0629453,1,2.0,36.1085061,"Electronics, Fashion, Mobile Phones, Department Stores, Drugstores, Grocery, Shopping, Food, Discount Store","Repair,Grocery,Restaurant,Shopping,Pharmacy"
las vegas,Pinnacle Restoration,--Y7NhBKzLTbNliMUX_wfg,-115.2896852,1,5.0,36.06123529999999,"Home Services, Contractors, Damage Restoration, Drywall Installation & Repair, Handyman","Repair,Home Finishings,Service"
las vegas,Granite To Go,OpSl5om_sBsAmiAIJum-Jw,-115.199234,1,5.0,36.06762,"Home & Garden, Shopping, Kitchen & Bath","Home Finishings,Shopping"
las vegas,Pizzeria,tHwNWbjsgIedLw0FLmBHyg,-115.164796,1,3.0,36.137457,"Fast Food, Pizza, Restaurants",Restaurant
las vegas,Ro Flooring,rsuzKULzW4Vd-oQI_BsxQQ,-115.205398,1,4.5,36.062294,"Flooring, Home Services",Home Finishings
las vegas,Ping Pong Thai Restaurant,9qcTpWYxrZrN13p1zAP6dA,-115.110620591,1,3.5,36.071140255900005,"Restaurants, Thai, Vegetarian, Vegan","Restaurants-Hotels,Restaurants,Restaurant"
las vegas,Only Roses,q8LKCxtW8LkNVBqwkONVYQ,-115.1667208,0,5.0,35.9707406,"Flowers & Gifts, Florists, Shopping","Florist,Shopping"
las vegas,"Leslie's Pool Supplies, Service & Repair",M9O22kiyCq5Zkrmo5VMM2A,-115.13412264600001,1,2.5,36.0109840393,"Home & Garden, Pool Cleaners, Shopping, Home Services, Active Life, Beaches, Swimming Pools, Hot Tub & Pool, Pool & Hot Tub Service","Outdoor Activity,Shopping,Health and Wellness,Service,Home Furnishings,Home Finishings,Outdoor Activities"
las vegas,RoboGolfPro Las Vegas,RFhK3kfqwplycpiBF1V--A,-115.122285588,1,5.0,36.0116557606,"Golf Equipment, Golf Lessons, Sporting Goods, Shopping, Fitness & Instruction, Golf, Active Life","Academic,Health & Wellness,Shopping,Outdoor Activities"
las vegas,Menchie's Frozen Yogurt,A9qmduhmrTZxSg7uTOnzYg,-115.30752749999999,0,4.5,36.0860429,"Food, Ice Cream & Frozen Yogurt","Restaurant Desserts,Restaurant"
las vegas,Imperial One,pG90UZcF21ZYvXQbDdkkLg,-115.22410142,0,4.0,36.1267864924,"Chinese, Restaurants",Restaurant
las vegas,Crosscountry Mortgage,Ii9i6bppuvO18mCKnuVz3A,-115.29508999999999,1,5.0,36.088514,"Mortgage Brokers, Mortgage Lenders, Financial Services, Banks & Credit Unions, Real Estate Services, Real Estate, Home Services","Home Finishings,Real Estate,Service,Legal,Finance"
las vegas,Ross Dress for Less,A0TlTg8p0KdRueixzuFd1Q,-115.1219596,1,3.5,36.0816107,"Department Stores, Shopping, Men's Clothing, Women's Clothing, Discount Store, Home & Garden, Home Decor, Fashion","Grocery,Shopping-Women's,Shopping,Home Finishings"
las vegas,Wright Chiropractic,MmHfN5FYx8j_fTavxq7hBA,-115.261606,1,5.0,36.279446,"Chiropractors, Health & Medical",Health & Wellness
north las vegas,Jun's Korean,AXyptrkdFAkZ608lOFIJYA,-115.1466821,1,4.0,36.238979,"Korean, Restaurants",Restaurant
north las vegas,Hope Christian Health Center,XfzQWHCnfNFEzw1L431ALg,-115.161395,1,3.5,36.2330664,"Family Practice, Medical Centers, Health & Medical, Local Services, Community Service/Non-Profit, Doctors","Family,Service,Hospital,Health & Wellness,Pharmacy,Service-Community"
las vegas,Las Vegas Golf & Tennis,Je5Vag3d6NXqJUyewazXog,-115.2910679,0,4.5,36.1607472,"Shopping, Golf Equipment, Sporting Goods","Shopping,Outdoor Activities"
las vegas,Hussong's Cantina Boca Park,N5CL5HLS6lyltw-OjjBrOw,-115.289374149,1,3.5,36.1636050063,"Restaurants, Bars, Nightlife, Mexican, Vegan","Restaurant-Pub,Restaurants-Hotels,Entertainment,Restaurant"
las vegas,Babies R US,ocGwuXW8gxDIRUNmbVw1Rg,-115.24472469999999,0,3.5,36.064618700000004,"Toy Stores, Shopping, Fashion, Baby Gear & Furniture, Children's Clothing","Home Finishings,Shopping,Family"
las vegas,Super Liqour Mccarran Village,4wAtnTwg-7tCxnKUVoIAyQ,-115.155708,1,4.0,36.102907,"Tobacco Shops, Vape Shops, Beer, Wine & Spirits, Food, Shopping","Restaurant-Pub,Shopping,Restaurant,Leisure-Vape,Restaurants-Pubs"
las vegas,Aloha Kitchen,iUQ5hZGhwrg-WPICcbo4IA,-115.135485121,1,3.5,36.0416989698,"Breakfast & Brunch, Sandwiches, Barbeque, Hawaiian, Restaurants",Restaurant
las vegas,Biomat USA,TF-EW2gfk8lFLTjV9LT6hA,-115.13708319999999,1,1.5,36.1759019,"Blood & Plasma Donation Centers, Medical Centers, Health & Medical","Hospital,Health & Wellness,Pharmacy"
las vegas,Courtesy Dental & Orthodontics,6sVuS3WE2Khk_kIvHRZCIQ,-115.06232069999999,1,2.0,36.1614987,"Dentists, Health & Medical, Orthodontists","Medical,Health & Wellness,Hospital-Orthodontist"
las vegas,Simple Creations In Concrete,YPVnAiIt32EmZ9Po7LX_-Q,-115.2293711,0,5.0,36.1928801,"Home Services, Masonry/Concrete, Home Decor, Contractors, Landscaping, Home & Garden, Shopping","Home Finishings,Shopping,Service"
